"incentive_id","title","company_id","company_name","score","rank"
"27","Observatório Europeu da Droga e da Toxicodependência","216829","HELENA O. LOPES, UNIPESSOAL, LDA","0.3811113238334656",3
"27","Observatório Europeu da Droga e da Toxicodependência","56326","ENTRE PONTES - CENTRO DE TRATAMENTO E REINSERÇÃO ADICTOS, LDA","0.37109056883510605",4
"27","Observatório Europeu da Droga e da Toxicodependência","241095","ARES DO PINHAL - ASSOCIAÇÃO DE RECUPERAÇÃO DE TOXICODEPENDENTES","0.367482528090477",5
"28","Execução de 2 projetos âncora inscritos na EDL do GAL ADELIAÇOR MAR","33619","FUNDAÇÃO CONDESSA DE PENHA LONGA","0.42983142822478515",1
"28","Execução de 2 projetos âncora inscritos na EDL do GAL ADELIAÇOR MAR","31040","CENTRO SOCIAL E CULTURAL DE VILA PRAIA DE ÂNCORA","0.4288805978823064",2
"28","Execução de 2 projetos âncora inscritos na EDL do GAL ADELIAÇOR MAR","77988","ASSOCIAÇÃO DE DESENVOLVIMENTO DÃO, LAFÕES E ALTO PAIVA","0.42424192798858684",3
"28","Execução de 2 projetos âncora inscritos na EDL do GAL ADELIAÇOR MAR","238788","ADM ESTRELA - ASSOCIAÇÃO SOCIAL E DESENVOLVIMENTO","0.42246071763219606",4
"28","Execução de 2 projetos âncora inscritos na EDL do GAL ADELIAÇOR MAR","216453","FUNDAÇÃO GALP","0.42079277882489985",5
"29","Promoção da Eficiência Energética na Administração Pública","230733","CASCAIS PRÓXIMA - GESTÃO DE MOBILIDADE, ESPAÇOS URBANOS E ENERGIAS, E.M., S.A.","0.4730312055079229",1
"29","Promoção da Eficiência Energética na Administração Pública","245372","GAIA SMARTLIGHT, LDA","0.4596093756076898",2
"29","Promoção da Eficiência Energética na Administração Pública","244119","ALENTEJO CENTRAL SMARTLIGHT, LDA","0.4568753923290081",3
"29","Promoção da Eficiência Energética na Administração Pública","1695","CAEN - COMPANHIA AÇOREANA DE ENERGIAS RENOVÁVEIS, LDA","0.4562634365637136",4
"29","Promoção da Eficiência Energética na Administração Pública","117408","AGÊNCIA MUNICIPAL DE ENERGIA DO SEIXAL - AMESEIXAL","0.4476339205394365",5
"30","Cursos Técnicos Superiores Profissionais (TeSP) - Entidades Públicas – Ciclo 2025/2027","217258","ESCOLA PROFISSIONAL D. AFONSO HENRIQUES, UNIPESSOAL, LDA","0.5740638375282288",1
"30","Cursos Técnicos Superiores Profissionais (TeSP) - Entidades Públicas – Ciclo 2025/2027","242498","ETPM - ESCOLA TÉCNICA E PROFISSIONAL DE MAFRA, S.A.","0.5345261219002643",2
"30","Cursos Técnicos Superiores Profissionais (TeSP) - Entidades Públicas – Ciclo 2025/2027","239628","ESPAÇO ATLÂNTICO - FORMAÇÃO FINANCEIRA, LDA","0.5327354669570923",3
"30","Cursos Técnicos Superiores Profissionais (TeSP) - Entidades Públicas – Ciclo 2025/2027","21912","DUODIFUSÃO - CENTRO FORMAÇÃO PROFISSIONAL, LDA","0.513973438082543",4
"30","Cursos Técnicos Superiores Profissionais (TeSP) - Entidades Públicas – Ciclo 2025/2027","4747","MENDES BORREGO & MOREIRA MONTEIRO, LDA","0.5132328338484274",5
"31","Assistência Técnica OI Lisboa 2030 (2026 a 2027)","407","IPARQUE - PARQUE PARA A INOVAÇÃO EM CIÊNCIA, TECNOLOGIA E SAÚDE, E.M., S.A.","0.4691876610871455",1
"31","Assistência Técnica OI Lisboa 2030 (2026 a 2027)","75222","REDE DLBC LISBOA - ASSOCIAÇÃO PARA O DESENVOLVIMENTO LOCAL DE BASE COMUNITÁRIA DE LISBOA","0.46529563847728317",2
"31","Assistência Técnica OI Lisboa 2030 (2026 a 2027)","228151","VALORSUL - VALORIZAÇÃO E TRATAMENTO DE RESÍDUOS SÓLIDOS DAS REGIÕES DE LISBOA E DO OESTE, S.A.","0.45158487269788217",3
"31","Assistência Técnica OI Lisboa 2030 (2026 a 2027)","229646","EGEAC - EMPRESA DE GESTÃO DE EQUIPAMENTOS E ANIMAÇÃO CULTURAL, EM, S.A.","0.44804572033473866",4
